date,stock_id,pattern,direction,lf,bucket,avg_vol,close,composite,fwd_return,outcome
2024-06-03,1597,ascending_wedge,buy,0.0000,"[0.0, 0.3)",361560,70.80,0.0000,0.083333,correct
2024-06-04,1605,diamond_top,sell,0.6726,"[0.6, 0.9)",22140857,36.45,0.2349,-0.035665,incorrect
2024-06-04,1305,diamond_top,sell,0.1724,"[0.0, 0.3)",2212296,17.30,0.0981,-0.049133,incorrect
2024-06-04,1611,diamond_top,sell,0.1170,"[0.0, 0.3)",1714130,17.65,0.0491,0.087819,incorrect
2024-06-04,1616,m_top,sell,0.2362,"[0.0, 0.3)",2967797,23.50,0.0417,0.006383,incorrect
2024-06-04,1617,diamond_top,sell,0.1049,"[0.0, 0.3)",1621369,22.30,0.0379,0.069507,incorrect
2024-06-04,1444,diamond_top,sell,0.1243,"[0.0, 0.3)",1772824,9.85,0.0128,-0.014213,incorrect
2024-06-04,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",19001,71.80,0.0000,-0.051532,correct
2024-06-04,1471,w_bottom,buy,0.1079,"[0.0, 0.3)",1643621,15.90,0.0009,-0.044025,incorrect
2024-06-05,1605,diamond_top,sell,0.6731,"[0.6, 0.9)",22193141,36.35,0.2351,-0.026135,incorrect
2024-06-05,1616,m_top,sell,0.2111,"[0.0, 0.3)",2643029,22.90,0.0767,0.034934,incorrect
2024-06-05,1304,diamond_top,sell,0.1852,"[0.0, 0.3)",2346253,15.40,0.0722,-0.009740,incorrect
2024-06-05,1444,diamond_top,sell,0.1288,"[0.0, 0.3)",1809514,9.72,0.0444,0.024691,incorrect
2024-06-05,1617,diamond_top,sell,0.0562,"[0.0, 0.3)",1295595,22.35,0.0203,0.071588,incorrect
2024-06-05,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",21232,71.20,0.0000,-0.036517,incorrect
2024-06-05,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",511062,2330.00,0.0000,0.145923,correct
2024-06-05,1712,ascending_wedge,buy,0.0000,"[0.0, 0.3)",837385,41.70,0.0000,0.071942,correct
2024-06-05,1713,ascending_wedge,buy,0.0000,"[0.0, 0.3)",566259,52.00,0.0000,0.163462,correct
2024-06-06,1605,diamond_top,sell,0.6677,"[0.6, 0.9)",21644280,36.45,0.2332,-0.017833,incorrect
2024-06-06,1304,diamond_top,sell,0.1969,"[0.0, 0.3)",2476064,15.20,0.0768,0.016447,incorrect
2024-06-06,1616,m_top,sell,0.2029,"[0.0, 0.3)",2545372,22.35,0.0737,0.087248,incorrect
2024-06-06,1444,diamond_top,sell,0.1331,"[0.0, 0.3)",1845474,9.66,0.0459,0.040373,incorrect
2024-06-06,1617,diamond_top,sell,0.0433,"[0.0, 0.3)",1220873,22.10,0.0156,0.115385,incorrect
2024-06-06,1527,diamond_top,sell,0.0000,"[0.0, 0.3)",465108,42.90,0.0000,0.048951,incorrect
2024-06-06,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",20464,71.40,0.0000,-0.030812,incorrect
2024-06-06,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",554171,2390.00,0.0000,0.188285,correct
2024-06-06,1476,ascending_wedge,buy,0.0000,"[0.0, 0.3)",895563,524.00,0.0000,0.000000,incorrect
2024-06-07,2412,diamond_top,sell,0.6089,"[0.6, 0.9)",16509124,126.50,0.1979,-0.051383,correct
2024-06-07,1616,m_top,sell,0.2153,"[0.0, 0.3)",2695700,23.70,0.0211,0.027426,incorrect
2024-06-07,1453,descending_flag,sell,0.3674,"[0.3, 0.6)",5429347,29.30,0.0006,-0.134812,correct
2024-06-07,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",21380,70.40,0.0000,0.008523,incorrect
2024-06-07,1618,w_bottom,buy,0.4306,"[0.3, 0.6)",7264812,54.00,0.1361,0.094444,correct
2024-06-07,1532,w_bottom,buy,0.4030,"[0.3, 0.6)",6397059,52.60,0.0098,-0.113118,incorrect
2024-06-07,1476,ascending_wedge,buy,0.0087,"[0.0, 0.3)",1041008,551.00,0.0036,-0.027223,incorrect
2024-06-07,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",577759,2365.00,0.0000,0.224101,correct
2024-06-07,1712,ascending_wedge,buy,0.0000,"[0.0, 0.3)",952318,42.50,0.0000,0.074118,correct
2024-06-07,1414,ascending_wedge,buy,0.0000,"[0.0, 0.3)",800575,22.60,0.0000,0.075221,correct
2024-06-11,2603,diamond_top,sell,0.8997,"[0.6, 0.9)",62995884,197.50,0.3509,-0.111392,correct
2024-06-11,2412,diamond_top,sell,0.6103,"[0.6, 0.9)",16620793,126.50,0.1984,-0.059289,correct
2024-06-11,1616,m_top,sell,0.2159,"[0.0, 0.3)",2702176,23.30,0.0491,0.030043,incorrect
2024-06-11,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",22458,69.40,0.0000,0.017291,incorrect
2024-06-11,1618,w_bottom,buy,0.4818,"[0.3, 0.6)",9195411,55.50,0.2465,0.043243,incorrect
2024-06-11,1712,ascending_wedge,buy,0.0088,"[0.0, 0.3)",1041259,43.10,0.0025,0.039443,incorrect
2024-06-12,2603,diamond_top,sell,0.8850,"[0.6, 0.9)",58872303,191.50,0.3451,-0.070496,correct
2024-06-12,2412,diamond_top,sell,0.6120,"[0.6, 0.9)",16749726,126.50,0.1989,-0.059289,correct
2024-06-12,1616,m_top,sell,0.2125,"[0.0, 0.3)",2661212,23.10,0.0605,0.142857,incorrect
2024-06-12,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",23053,69.50,0.0000,0.007194,incorrect
2024-06-12,1618,w_bottom,buy,0.5046,"[0.3, 0.6)",10212894,55.60,0.2581,0.124101,correct
2024-06-12,1519,w_bottom,buy,0.4586,"[0.3, 0.6)",8262765,788.00,0.2399,0.203046,correct
2024-06-12,4961,w_bottom,buy,0.1403,"[0.0, 0.3)",1908510,270.00,0.0412,-0.044444,incorrect
2024-06-12,8069,w_bottom,buy,0.3838,"[0.3, 0.6)",5854800,243.00,0.0107,0.111111,correct
2024-06-13,2603,diamond_top,sell,0.8775,"[0.6, 0.9)",56898359,192.50,0.3422,-0.080519,correct
2024-06-13,2412,diamond_top,sell,0.6142,"[0.6, 0.9)",16923730,126.50,0.1996,-0.063241,correct
2024-06-13,1616,m_top,sell,0.2127,"[0.0, 0.3)",2662962,23.15,0.0577,0.144708,incorrect
2024-06-13,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",23674,69.10,0.0000,0.018813,incorrect
2024-06-13,1233,diamond_top,sell,0.0000,"[0.0, 0.3)",16069,34.05,0.0000,-0.013216,incorrect
2024-06-13,1519,w_bottom,buy,0.4640,"[0.3, 0.6)",8470862,837.00,0.2427,0.129032,correct
2024-06-13,1618,w_bottom,buy,0.5014,"[0.3, 0.6)",10064483,54.70,0.2206,0.078611,correct
2024-06-13,8069,w_bottom,buy,0.3938,"[0.3, 0.6)",6130950,246.50,0.0110,0.081136,correct
2024-06-13,2308,w_bottom,buy,0.5170,"[0.3, 0.6)",10813928,353.50,0.0107,0.189533,correct
2024-06-14,2603,diamond_top,sell,0.8692,"[0.6, 0.9)",54758322,199.00,0.3390,-0.115578,correct
2024-06-14,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",22167,68.90,0.0000,0.026125,incorrect
2024-06-14,1233,diamond_top,sell,0.0000,"[0.0, 0.3)",15089,34.00,0.0000,-0.013235,incorrect
2024-06-14,1618,w_bottom,buy,0.5181,"[0.3, 0.6)",10869675,60.10,0.2650,-0.031614,incorrect
2024-06-14,1519,w_bottom,buy,0.4715,"[0.3, 0.6)",8768600,920.00,0.2466,0.016304,incorrect
2024-06-14,1808,w_bottom,buy,0.1688,"[0.0, 0.3)",2175787,117.00,0.0130,-0.017094,incorrect
2024-06-14,8069,w_bottom,buy,0.3917,"[0.3, 0.6)",6071950,250.00,0.0110,0.116000,correct
2024-06-14,2308,w_bottom,buy,0.5222,"[0.3, 0.6)",11074634,353.50,0.0108,0.227723,correct
2024-06-14,1513,ascending_wedge,buy,0.5946,"[0.3, 0.6)",15456378,191.00,0.0099,0.193717,correct
2024-06-14,1808,ascending_wedge,buy,0.1688,"[0.0, 0.3)",2175787,117.00,0.0054,-0.017094,incorrect
2024-06-14,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",756865,2520.00,0.0000,0.269841,correct
2024-06-17,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",25417,69.30,0.0000,0.010101,incorrect
2024-06-17,1233,diamond_top,sell,0.0000,"[0.0, 0.3)",13782,34.00,0.0000,-0.020588,incorrect
2024-06-17,1618,w_bottom,buy,0.5738,"[0.3, 0.6)",14048846,58.70,0.2935,0.001704,incorrect
2024-06-17,1519,w_bottom,buy,0.4815,"[0.3, 0.6)",9185069,905.00,0.2519,0.002210,incorrect
2024-06-17,8069,w_bottom,buy,0.3927,"[0.3, 0.6)",6100800,246.00,0.0110,0.099593,correct
2024-06-17,2308,w_bottom,buy,0.5303,"[0.3, 0.6)",11496920,352.00,0.0090,0.198864,correct
2024-06-17,4961,ascending_wedge,buy,0.1602,"[0.0, 0.3)",2091350,282.00,0.0042,-0.070922,incorrect
2024-06-17,1528,w_bottom,buy,0.0721,"[0.0, 0.3)",1393712,13.15,0.0030,0.125475,correct
2024-06-17,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",855383,2610.00,0.0000,0.174330,correct
2024-06-17,1445,ascending_wedge,buy,0.0000,"[0.0, 0.3)",867133,23.50,0.0000,-0.223404,incorrect
2024-06-17,1451,ascending_wedge,buy,0.0000,"[0.0, 0.3)",134009,20.90,0.0000,-0.040670,incorrect
2024-06-18,1583,diamond_top,sell,0.0000,"[0.0, 0.3)",27287,68.30,0.0000,0.021962,incorrect
2024-06-18,1618,w_bottom,buy,0.5783,"[0.3, 0.6)",14340518,60.00,0.2958,-0.016667,incorrect
2024-06-18,1519,w_bottom,buy,0.4890,"[0.3, 0.6)",9506460,945.00,0.2558,0.015873,incorrect
2024-06-18,8069,w_bottom,buy,0.4010,"[0.3, 0.6)",6338500,239.00,0.0112,0.121339,correct
2024-06-18,1528,w_bottom,buy,0.0718,"[0.0, 0.3)",1391663,13.20,0.0063,0.087121,correct
2024-06-18,2308,w_bottom,buy,0.5333,"[0.3, 0.6)",11658849,348.00,0.0025,0.192529,correct
2024-06-18,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",939436,2660.00,0.0000,0.172932,correct
2024-06-18,1234,ascending_wedge,buy,0.0000,"[0.0, 0.3)",152546,44.75,0.0000,-0.033520,incorrect
2024-06-18,1805,w_bottom,buy,0.0000,"[0.0, 0.3)",292099,20.35,0.0000,-0.044226,incorrect
2024-06-19,1733,diamond_top,sell,0.0000,"[0.0, 0.3)",304134,33.05,0.0000,0.025719,incorrect
2024-06-19,1618,w_bottom,buy,0.5857,"[0.3, 0.6)",14837507,59.80,0.2996,-0.013378,incorrect
2024-06-19,1519,w_bottom,buy,0.4828,"[0.3, 0.6)",9237713,930.00,0.2525,0.005376,incorrect
2024-06-19,2308,ascending_wedge,buy,0.5549,"[0.3, 0.6)",12873699,367.00,0.1002,0.123978,correct
2024-06-19,6669,ascending_wedge,buy,0.0846,"[0.0, 0.3)",1476205,2965.00,0.0683,-0.170320,incorrect
2024-06-19,2308,w_bottom,buy,0.5549,"[0.3, 0.6)",12873699,367.00,0.0183,0.123978,correct
2024-06-19,8069,w_bottom,buy,0.4031,"[0.3, 0.6)",6399450,238.50,0.0113,0.140461,correct
2024-06-19,1725,ascending_wedge,buy,0.1400,"[0.0, 0.3)",1905077,47.95,0.0045,0.003128,incorrect
2024-06-19,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",947524,2635.00,0.0000,0.185958,correct
2024-06-19,1805,w_bottom,buy,0.0000,"[0.0, 0.3)",299025,20.20,0.0000,-0.037129,incorrect
2024-06-20,1733,diamond_top,sell,0.0000,"[0.0, 0.3)",303616,32.90,0.0000,0.042553,incorrect
2024-06-20,1618,w_bottom,buy,0.5944,"[0.3, 0.6)",15447952,59.70,0.3041,-0.020101,incorrect
2024-06-20,1519,w_bottom,buy,0.4720,"[0.3, 0.6)",8790049,945.00,0.2469,0.007407,incorrect
2024-06-20,1514,ascending_wedge,buy,0.6912,"[0.6, 0.9)",24123146,147.00,0.1684,0.074830,correct
2024-06-20,4961,w_bottom,buy,0.1738,"[0.0, 0.3)",2226134,285.00,0.1130,-0.052632,incorrect
2024-06-20,2308,w_bottom,buy,0.5610,"[0.3, 0.6)",13242428,369.50,0.0185,0.112314,correct
2024-06-20,8069,w_bottom,buy,0.3954,"[0.3, 0.6)",6177300,241.50,0.0111,0.136646,correct
2024-06-20,3008,w_bottom,buy,0.0000,"[0.0, 0.3)",956059,2650.00,0.0000,0.156604,correct
2024-06-20,1234,ascending_wedge,buy,0.0000,"[0.0, 0.3)",171930,45.20,0.0000,-0.044248,incorrect
2024-06-20,1805,w_bottom,buy,0.0000,"[0.0, 0.3)",289327,20.40,0.0000,-0.051471,incorrect
2024-06-21,1532,m_top,sell,0.3570,"[0.3, 0.6)",5176271,48.25,0.1778,-0.038342,incorrect
2024-06-21,1737,diamond_top,sell,0.0000,"[0.0, 0.3)",291067,33.60,0.0000,0.008929,incorrect
2024-06-21,1618,w_bottom,buy,0.5958,"[0.3, 0.6)",15548475,59.00,0.3048,-0.020339,incorrect
2024-06-21,1519,w_bottom,buy,0.4625,"[0.3, 0.6)",8414532,947.00,0.2419,-0.014784,incorrect
2024-06-21,2308,ascending_wedge,buy,0.5750,"[0.3, 0.6)",14126117,383.00,0.1542,0.048303,incorrect
2024-06-21,4961,w_bottom,buy,0.1745,"[0.0, 0.3)",2233939,284.50,0.1134,-0.063269,incorrect
2024-06-21,2308,w_bottom,buy,0.5750,"[0.3, 0.6)",14126117,383.00,0.0189,0.048303,incorrect
2024-06-21,8069,w_bottom,buy,0.3855,"[0.3, 0.6)",5900950,239.50,0.0108,0.104384,correct
2024-06-21,1227,ascending_wedge,buy,0.0300,"[0.0, 0.3)",1148373,43.00,0.0039,-0.112791,incorrect
2024-06-21,3008,w_bottom,buy,0.0012,"[0.0, 0.3)",1005400,2595.00,0.0002,0.159923,correct
2024-06-21,1709,ascending_wedge,buy,0.0000,"[0.0, 0.3)",713336,21.45,0.0000,0.200466,correct
2024-06-24,1532,m_top,sell,0.3550,"[0.3, 0.6)",5129398,48.30,0.1728,-0.062112,correct
2024-06-24,1737,diamond_top,sell,0.0000,"[0.0, 0.3)",311042,33.65,0.0000,0.005944,incorrect
2024-06-24,1452,diamond_top,sell,0.0000,"[0.0, 0.3)",159899,16.95,0.0000,-0.014749,incorrect
2024-06-24,2885,w_bottom,buy,0.6482,"[0.6, 0.9)",19789887,34.50,0.3540,-0.055072,incorrect
2024-06-24,1618,w_bottom,buy,0.5981,"[0.3, 0.6)",15711330,57.10,0.3060,-0.012259,incorrect
2024-06-24,1519,w_bottom,buy,0.4525,"[0.3, 0.6)",8033559,900.00,0.2367,0.063333,correct
2024-06-24,4961,w_bottom,buy,0.1781,"[0.0, 0.3)",2270952,273.00,0.0807,-0.060440,incorrect
2024-06-24,1227,ascending_wedge,buy,0.0489,"[0.0, 0.3)",1252783,43.65,0.0306,-0.119129,incorrect
2024-06-24,2308,w_bottom,buy,0.5805,"[0.3, 0.6)",14485021,376.50,0.0191,0.059761,correct
2024-06-24,8069,w_bottom,buy,0.3846,"[0.3, 0.6)",5878150,234.00,0.0057,0.119658,correct
2024-06-24,3008,w_bottom,buy,0.0035,"[0.0, 0.3)",1016216,2605.00,0.0007,0.113244,correct
2024-06-24,1709,ascending_wedge,buy,0.0000,"[0.0, 0.3)",801912,21.35,0.0000,0.243560,correct
2024-06-24,1762,ascending_wedge,buy,0.0000,"[0.0, 0.3)",285353,50.70,0.0000,0.015779,incorrect
2024-06-25,1532,m_top,sell,0.3531,"[0.3, 0.6)",5084390,48.30,0.1686,-0.081781,correct
2024-06-25,1452,diamond_top,sell,0.0000,"[0.0, 0.3)",172119,16.95,0.0000,-0.026549,incorrect
2024-06-25,2885,w_bottom,buy,0.6609,"[0.6, 0.9)",20981552,34.40,0.3610,-0.074128,incorrect
2024-06-25,1618,w_bottom,buy,0.6007,"[0.6, 0.9)",15897254,58.50,0.3073,-0.126496,incorrect
2024-06-25,1519,w_bottom,buy,0.4407,"[0.3, 0.6)",7610121,920.00,0.2305,-0.059783,incorrect
2024-06-25,4961,w_bottom,buy,0.1801,"[0.0, 0.3)",2291876,271.00,0.0548,-0.070111,incorrect
2024-06-25,2308,w_bottom,buy,0.5812,"[0.3, 0.6)",14536445,387.00,0.0191,-0.034884,incorrect
2024-06-25,8069,w_bottom,buy,0.3843,"[0.3, 0.6)",5869500,234.00,0.0054,0.047009,incorrect
2024-06-25,3008,w_bottom,buy,0.0187,"[0.0, 0.3)",1089909,2720.00,0.0038,0.040441,incorrect
2024-06-25,1709,ascending_wedge,buy,0.0000,"[0.0, 0.3)",907169,21.40,0.0000,0.168224,correct
2024-06-25,1805,w_bottom,buy,0.0000,"[0.0, 0.3)",260043,20.55,0.0000,-0.021898,incorrect
2024-06-26,1532,m_top,sell,0.3537,"[0.3, 0.6)",5098255,47.55,0.3269,-0.062040,correct
2024-06-26,1455,m_top,sell,0.2862,"[0.0, 0.3)",3735281,13.65,0.0727,-0.047619,incorrect
2024-06-26,1452,diamond_top,sell,0.0000,"[0.0, 0.3)",175207,16.95,0.0000,-0.017699,incorrect
2024-06-26,1618,w_bottom,buy,0.6019,"[0.6, 0.9)",15988818,57.20,0.3079,-0.106643,incorrect
2024-06-26,2885,w_bottom,buy,0.6746,"[0.6, 0.9)",22346425,33.80,0.2866,-0.023669,incorrect
2024-06-26,1519,w_bottom,buy,0.4347,"[0.3, 0.6)",7402440,919.00,0.2274,0.022851,incorrect
2024-06-26,1560,ascending_wedge,buy,0.3564,"[0.3, 0.6)",5161909,329.00,0.1894,0.019757,incorrect
2024-06-26,1795,w_bottom,buy,0.3038,"[0.3, 0.6)",4051669,310.50,0.1259,-0.078905,incorrect
2024-06-26,1709,ascending_wedge,buy,0.1272,"[0.0, 0.3)",1796735,23.50,0.0545,0.044681,incorrect
2024-06-26,2308,w_bottom,buy,0.5806,"[0.3, 0.6)",14496300,385.00,0.0191,0.011688,incorrect
2024-06-26,8069,w_bottom,buy,0.3836,"[0.3, 0.6)",5851450,239.50,0.0107,0.062630,correct
2024-06-26,1907,ascending_wedge,buy,0.0851,"[0.0, 0.3)",1479890,31.30,0.0085,-0.031949,incorrect
2024-06-26,3008,w_bottom,buy,0.0316,"[0.0, 0.3)",1156643,2740.00,0.0063,0.038321,incorrect
2024-06-27,1532,m_top,sell,0.3504,"[0.3, 0.6)",5020960,46.85,0.3282,-0.073639,correct
2024-06-27,1612,diamond_top,sell,0.3389,"[0.3, 0.6)",4762818,38.55,0.0816,-0.054475,correct
2024-06-27,1455,m_top,sell,0.2873,"[0.0, 0.3)",3754676,13.70,0.0511,-0.058394,correct
2024-06-27,1904,diamond_top,sell,0.0000,"[0.0, 0.3)",816584,28.60,0.0000,-0.069930,correct
